cve,vendorProject,product,shortDescription,rating,vulnerabilityName
CVE-2024-32798,WP Travel Engine,WP Travel Engine,Missing Authorization vulnerability in WP Travel Engine.This issue affects WP Travel Engine: from n/a through 5.8.0.,cold,
CVE-2024-44030,Mestres do WP,Checkout Mestres WP,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in Mestres do WP Checkout Mestres WP allows PHP Local File Inclusion.This issue affects Checkout Mestres WP: from n/a through 8.6.,cold,
CVE-2024-1167,SEW-EURODRIVE,MOVITOOLS MotionStudio, When SEW-EURODRIVE MOVITOOLS MotionStudio processes XML information unrestricted file access can occur. ,hot,
CVE-2024-46716,Linux,Linux,"In the Linux kernel, the following vulnerability has been resolved: dmaengine: altera-msgdma: properly free descriptor in msgdma_free_descriptor Remove list_del call in msgdma_chan_desc_cleanup, this should be the role of msgdma_free_descriptor. In consequence replace list_add_tail with list_move_tail in msgdma_free_descriptor. This fixes the path:    msgdma_free_chan_resources -> msgdma_free_descriptors ->    msgdma_free_desc_list -> msgdma_free_descriptor which does not correctly free the descriptors as first nodes were not removed from the list.",cold,
CVE-2024-1690,subratamal,"TeraWallet  Best WooCommerce Wallet System With Cashback Rewards, Partial Payment, Wallet Refunds","The TeraWallet  Best WooCommerce Wallet System With Cashback Rewards, Partial Payment, Wallet Refunds plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check on the terawallet_export_user_search() function in all versions up to, and including, 1.4.10. This makes it possible for authenticated attackers, with subscriber-level access and above, to export a list of registered users and their emails.",cold,
CVE-2024-41735,SAP_SE,SAP Commerce Backoffice,"SAP Commerce Backoffice does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability causing low impact on confidentiality and integrity of the application.",hot,
CVE-2024-20689,Microsoft,windows,Secure Boot Security Feature Bypass Vulnerability,hot,
CVE-2024-9711,Unknown,EKC Tournament Manager,"The EKC Tournament Manager WordPress plugin before 2.2.2 does not have CSRF check in place when updating its settings, which could allow attackers to make a logged in admin change them via a CSRF attack",cold,
CVE-2024-47556,Xerox,FreeFlow Core,Pre-Auth RCE via Path Traversal,hot,
CVE-2024-0269,ManageEngine,ADAudit Plus,ManageEngine ADAudit Plus versions 7270 and below are vulnerable to the Authenticated SQL injection in File-Summary DrillDown. This issue has been fixed and released in version 7271.,cold,
CVE-2024-7100,boldthemes,Bold Page Builder,"The Bold Page Builder plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's bt_bb_button shortcode in all versions up to, and including, 5.0.2 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",cold,
CVE-2024-53097,Linux,Linux,"In the Linux kernel, the following vulnerability has been resolved: mm: krealloc: Fix MTE false alarm in __do_krealloc This patch addresses an issue introduced by commit 1a83a716ec233 (""mm: krealloc: consider spare memory for __GFP_ZERO"") which causes MTE (Memory Tagging Extension) to falsely report a slab-out-of-bounds error. The problem occurs when zeroing out spare memory in __do_krealloc. The original code only considered software-based KASAN and did not account for MTE. It does not reset the KASAN tag before calling memset, leading to a mismatch between the pointer tag and the memory tag, resulting in a false positive. Example of the error: ================================================================== swapper/0: BUG: KASAN: slab-out-of-bounds in __memset+0x84/0x188 swapper/0: Write at addr f4ffff8005f0fdf0 by task swapper/0/1 swapper/0: Pointer tag: [f4], memory tag: [fe] swapper/0: swapper/0: CPU: 4 UID: 0 PID: 1 Comm: swapper/0 Not tainted 6.12. swapper/0: Hardware name: MT6991(ENG) (DT) swapper/0: Call trace: swapper/0:  dump_backtrace+0xfc/0x17c swapper/0:  show_stack+0x18/0x28 swapper/0:  dump_stack_lvl+0x40/0xa0 swapper/0:  print_report+0x1b8/0x71c swapper/0:  kasan_report+0xec/0x14c swapper/0:  __do_kernel_fault+0x60/0x29c swapper/0:  do_bad_area+0x30/0xdc swapper/0:  do_tag_check_fault+0x20/0x34 swapper/0:  do_mem_abort+0x58/0x104 swapper/0:  el1_abort+0x3c/0x5c swapper/0:  el1h_64_sync_handler+0x80/0xcc swapper/0:  el1h_64_sync+0x68/0x6c swapper/0:  __memset+0x84/0x188 swapper/0:  btf_populate_kfunc_set+0x280/0x3d8 swapper/0:  __register_btf_kfunc_id_set+0x43c/0x468 swapper/0:  register_btf_kfunc_id_set+0x48/0x60 swapper/0:  register_nf_nat_bpf+0x1c/0x40 swapper/0:  nf_nat_init+0xc0/0x128 swapper/0:  do_one_initcall+0x184/0x464 swapper/0:  do_initcall_level+0xdc/0x1b0 swapper/0:  do_initcalls+0x70/0xc0 swapper/0:  do_basic_setup+0x1c/0x28 swapper/0:  kernel_init_freeable+0x144/0x1b8 swapper/0:  kernel_init+0x20/0x1a8 swapper/0:  ret_from_fork+0x10/0x20 ==================================================================",cold,
CVE-2024-4157,techjewel,"Contact Form Plugin by Fluent Forms for Quiz, Survey, and Drag & Drop WP Form Builder","The Contact Form Plugin by Fluent Forms for Quiz, Survey, and Drag & Drop WP Form Builder plugin for WordPress is vulnerable to PHP Object Injection in all versions up to, and including, 5.1.15 via deserialization of untrusted input in the extractDynamicValues function. This makes it possible for authenticated attackers, with contributor-level access and above, to inject a PHP Object. If a POP chain is present via an additional plugin or theme installed on the target system, it could allow the attacker to delete arbitrary files, retrieve sensitive data, or execute code. Successful exploitation requires the attacker to have ""View Form"" and ""Manage Form"" permissions, which must be explicitly set by an administrator. However, this requirement can be bypassed when this vulnerability is chained with CVE-2024-2771.",cold,
CVE-2024-6262,awordpresslife,Portfolio Gallery  Image Gallery Plugin,"The Portfolio Gallery  Image Gallery Plugin plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'PFG' shortcode in all versions up to, and including, 1.6.4 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",cold,
CVE-2024-56883,,,"Sage DPW before 2024_12_001 is vulnerable to Incorrect Access Control. The implemented role-based access controls are not always enforced on the server side. Low-privileged Sage users with employee role privileges can create external courses for other employees, even though they do not have the option to do so in the user interface. To do this, a valid request to create a course simply needs to be modified, so that the current user ID in the ""id"" parameter is replaced with the ID of another user.",cold,
CVE-2024-6754,WPWeb,Social Auto Poster,"The Social Auto Poster plugin for WordPress is vulnerable to unauthorized modification of data to a missing capability check on the wpw_auto_poster_update_tweet_template function in all versions up to, and including, 5.3.14. This makes it possible for authenticated attackers, with Subscriber-level access and above, to update arbitrary post metadata.",cold,
CVE-2024-4356,fernandobt,List categories,"The List categories plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'categories' shortcode in all versions up to, and including, 0.4 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",cold,
CVE-2024-23488,Mattermost,Mattermost,"Mattermost fails to properly restrict the access of files attached to posts in an archived channel, resulting in members being able to access files of archived channels even if the Allow users to view archived channels option is disabled. ",hot,
CVE-2024-8827,PDF-XChange,PDF-XChange Editor,"PDF-XChange Editor PPM File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of PDF-XChange Editor. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the parsing of PPM files. The issue results from the lack of proper validation of user-supplied data, which can result in a write past the end of an allocated buffer. An attacker can leverage this vulnerability to execute code in the context of the current process. Was ZDI-CAN-24306.",hot,
CVE-2024-13455,smtm,igumbi Online Booking,"The igumbi Online Booking plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'igumbi_calendar' shortcode in all versions up to, and including, 1.40 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",cold,
CVE-2024-0485,code-projects,Fighting Cock Information System,"A vulnerability, which was classified as critical, was found in code-projects Fighting Cock Information System 1.0. Affected is an unknown function of the file admin/pages/tables/add_con.php. The manipulation of the argument id leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-250590 is the identifier assigned to this vulnerability.",cold,
CVE-2024-9286,TRtek Software,Distant Education Platform,"Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'), Improper Input Validation vulnerability in TRtek Software Distant Education Platform allows SQL Injection, Parameter Injection.This issue affects Distant Education Platform: before 3.2024.11.",hot,
